train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
0.3863939807835559,0.17667803773433682,0.6976669856789505,0.7555889091427728,0.6463034530633457,0.7179752827897012
0.14452215387329306,0.12310422421767238,0.7699353877627411,0.7863073633499084,0.7317820736201156,0.7528256865614038
0.11244793569882032,0.09394330019799717,0.8118456146604907,0.8294763034549812,0.7752958994461212,0.7959595049651941
0.08797173914268283,0.07334390058712455,0.8388396621925915,0.8518346805983379,0.8048233233524482,0.8191672276110757
0.07329706130476857,0.06486618679916957,0.8540651419082274,0.8615995938053185,0.8211149893297464,0.8309278791802883
0.0651149573278313,0.05811777542920061,0.8628708445206216,0.8564674597460891,0.8305310462382263,0.8255749829127597
0.0575254438695777,0.05417652007049779,0.8690699022910291,0.8762309331540453,0.8383752570070213,0.8475529450564341
0.04976861947954575,0.05068290903807828,0.8802979874928272,0.8791335603776708,0.8513667187293129,0.8513661740326564
0.04625850366924531,0.048807403273238806,0.8843049291110427,0.8811189403813994,0.8562077241553083,0.8531710664672398
0.04747917008809723,0.06094314330190634,0.8824801703337478,0.8695547220174765,0.8536633682308628,0.8399264108528368
0.05435063388702453,0.05192437872477767,0.8744757611849022,0.8754558637300177,0.8446160338505161,0.8468811676435983
0.04586675937356064,0.04666629930931415,0.8833545457256294,0.8859483518838889,0.8550925687782923,0.8584580404656929
0.04275230950225013,0.04387699844957325,0.8876874078871919,0.8833546327589681,0.8602580736520679,0.8579367008326331
0.03954783642641143,0.044066121888627706,0.8939965796584098,0.8841686674288032,0.867748737365357,0.8588499954230587
0.04108370006539235,0.04310112562404865,0.8915576506978877,0.8845881364053046,0.8652080884390025,0.8594645630157284
0.03708965630888636,0.04520417717686502,0.895311168924717,0.8801414138454593,0.8700437515388062,0.8541492186274614
0.03781595384509245,0.0368983057198342,0.8931724371193148,0.8937033609034897,0.8675837602643218,0.8696934370889038
0.03567044085358732,0.03588645259346189,0.896389145888563,0.8955519674006363,0.8717140429905378,0.8713652091378213
0.04188655530153269,0.04361524771894529,0.8876667197668512,0.8834129118257633,0.8614392435461043,0.8578880189949415
0.03470334378118504,0.037115440680534,0.8970286631220619,0.8930101783211833,0.8723300431463732,0.8682767301267874
0.03304990015830343,0.03799211137825578,0.9002449872940741,0.8951143235441007,0.8759818176691835,0.8707731143428622
0.0305928403256937,0.0349600605096258,0.9045234637424012,0.8987343477696991,0.8810802622329507,0.8747435956123516
0.028925495610679964,0.0326661648202028,0.9057348368050858,0.9013683449360004,0.8827139958777477,0.8784983190283949
0.02762717596756296,0.03114256187025725,0.9087279240055179,0.90306662270379,0.8857208358588351,0.8804201367454121
0.029634605617474767,0.043886770338319135,0.9111756885851052,0.8969467925042862,0.8870701136117721,0.8667887675729213
0.03879075701209705,0.0381959083102394,0.8967328250773193,0.89826109778388,0.8698387508055612,0.8716748038788612
0.026660187040884242,0.030587693269734387,0.918001394250627,0.9116424770739876,0.8936879606131305,0.8876129848730895
0.026790224384953442,0.03068391439219732,0.9185008517714142,0.924430351029222,0.8940442328614598,0.8989181714788783
0.029906152043645436,0.03038666825117677,0.9168581700601982,0.9198117172072544,0.8910085809676513,0.8930866425073889
0.026090938248462592,0.028267194387730232,0.9262661292031138,0.9265500537662941,0.9010600764953424,0.9003230388140969
0.02578138478210654,0.031072710814515937,0.924817290652356,0.9248723897513808,0.8997181945937706,0.898982215943695
0.02578723241024964,0.03377894333198346,0.928410932155457,0.9162682978093596,0.9033886714280996,0.8889108876661319
0.027557721845292888,0.027576266576282003,0.9262263250735744,0.9292483221625024,0.9006343697317382,0.903936183877574
0.025045879771526097,0.0297641440102753,0.9293816569724151,0.9192483221625024,0.9050613275723984,0.902734183877574
0.0274200004189404,0.033729493834131784,0.9220757557961292,0.9282748249421156,0.8960988982815847,0.9015892875612846
0.023303346818492467,0.029911731737420743,0.9327269561863272,0.9318354716494376,0.9086659433521128,0.9062001007153128
0.02133740193920041,0.0256709402714495,0.937852669615272,0.9354107479903714,0.914601985272794,0.9111708819251444
0.020643125147458984,0.024506180966050145,0.9408107452967552,0.9398045783384834,0.9179945313153748,0.916663636764624
0.019976780130647742,0.024603385013710868,0.9416937141852176,0.9390034019729072,0.9193086727110468,0.9153542523254138
0.020128031214727008,0.02602531324568512,0.9415875494900794,0.9411030762575452,0.9188820458373532,0.917422796539285
0.021291189233174426,0.025834703689851045,0.9400441534526582,0.9332711160541742,0.9169053523025044,0.9081761245844882
0.021648711445203517,0.025292338568351842,0.93825119758007,0.9383084814296959,0.9146413949982648,0.9150752719985716
0.021211088513526318,0.03987839590628859,0.9386105492789508,0.9202903688476101,0.9151931384689438,0.8933685680326588
0.02400781306867861,0.02669260957452099,0.9325474118738768,0.9360915547483925,0.9081887498456832,0.9123514041338376
0.01947849089383437,0.024744337171752843,0.9440863780077569,0.9403501812784736,0.9219238036374352,0.91629017694688
0.018685385380285826,0.022792394744214472,0.9454988162872294,0.9451026951887316,0.9238990197362396,0.9222483546374888
0.01786297988391775,0.02303345535511962,0.9495659737279866,0.947233373015777,0.9284982320760032,0.9243590803312206
0.018204854138335967,0.024766556944243567,0.950852836694015,0.9448235072870272,0.9292864030169076,0.9208094343581688
0.018170860226203102,0.025460242336107927,0.9523258332632772,0.9483260618092508,0.9305118356583468,0.9248741666364728
0.017669082195110694,0.02352409831217031,0.9545725281058628,0.9500875657560688,0.9327362848326588,0.926935179737894
0.01888684680649731,0.023855131599633247,0.9519587417951212,0.9459223219058112,0.9298133559880308,0.9219801121968229
0.02261163126875132,0.02528357043479119,0.941154531752743,0.9441663326546946,0.9176641824078956,0.9196154458883058
0.01797305957404735,0.022279558236528028,0.9528770216962176,0.9517471986632928,0.931099987157422,0.9294774869114452
0.01825092149032297,0.03361385938952093,0.9518797440486252,0.9304925064446532,0.93004225093753,0.9058455019740262
0.019110657522741333,0.021914034087041564,0.9493959640528192,0.953274436499562,0.9267225811943886,0.9307060473631588
0.016385222317284183,0.021767595556729503,0.95767245657969,0.9555323154551318,0.9368716488024268,0.9329485103896604
0.01575323418568639,0.021597320881213227,0.959954353918934,0.9566426001334152,0.9394927039012236,0.9343828235244122
0.01549186430791229,0.020999677979463092,0.961560302663417,0.9583588893324828,0.9415133129450072,0.9366722783852
0.01639657714785947,0.022187986357681204,0.961007593788814,0.9541841133515364,0.940216466699015,0.9310800581533336
0.017078268910768787,0.021183726110419875,0.9585362896497028,0.9565426083009679,0.9370992197960872,0.9346819363034676
0.015783055743703058,0.022325901125232427,0.9618922222790538,0.9573773569575108,0.9414556784663182,0.9355806350422154
0.015646030472057582,0.02064340073241001,0.9621344349129564,0.9577672578724572,0.9418636644452156,0.9365315238550672
0.0152571018621379,0.019957830637033904,0.9639860738031536,0.9588506175008128,0.9440815220017128,0.937511868403092
0.015604240513829718,0.021513442583515813,0.9627551313681711,0.9580314037780966,0.9428094741119124,0.9353708745341746
0.015661211842632018,0.01994129027681131,0.9632796055232081,0.9583732501997672,0.94320317241767,0.936992171011678
0.01974070186095277,0.023469358110025026,0.9525761887104638,0.947881356375216,0.930740769977976,0.923100437128174
0.02348160938867537,0.02314959655061329,0.9421515845480268,0.9463877598572956,0.9183223645688278,0.9227972191680232
0.017875957638270514,0.01980053364080889,0.9554857952882032,0.9583879406120872,0.9337926772480584,0.9366389522765288
0.016258607704063097,0.02506410949373324,0.9601309493537088,0.9546158775236528,0.939366671385822,0.932133254895432
0.015247382565258255,0.02087474355817233,0.9623377408047304,0.9603075486350402,0.9424023100252816,0.9392545099700288
0.016550151467655483,0.02360789926998924,0.9617783338763258,0.9577378802314924,0.941641637045858,0.9362640178712328
0.01557828726153319,0.019328518946093626,0.9632973667976804,0.962550422865774,0.9433799818798776,0.9417494421153384
0.014905902642906069,0.020250600225706558,0.96472643812911,0.960644600875641,0.9452703502320642,0.9400312366680412
0.014085704851995891,0.019437682701265842,0.9679880633649056,0.9612603797229744,0.9492507380421814,0.9404268881432664
0.01542487606781862,0.019537341150423986,0.9656591718606292,0.9618736172131274,0.9463039036494504,0.9409213438685377
0.020992893738173868,0.02959389373817387,0.9518821103563064,0.9405821103563063,0.929840380859195,0.9062326440291838
0.020936884042845383,0.02307763664190029,0.9437133038415588,0.9512528411474472,0.9201693657282692,0.9280454308369092
0.017056462788850712,0.0220208928439071,0.9556152001232096,0.9540518739344512,0.9339289340461536,0.9315520214564558
0.01679977382361033,0.02050424455531369,0.9594262593449372,0.9570021299269014,0.9385569386198592,0.9351875630634836
0.015516970775918931,0.020491441537995942,0.9613953063171164,0.9582499063261763,0.9413609129014556,0.936873595176716
0.014506745539808491,0.019833975078306344,0.9639006790469064,0.9605872002216982,0.9443412899057736,0.939880946202476
0.01388283492523546,0.01918531463338891,0.9674220785231912,0.9614840006693948,0.9487161888001991,0.9413069422686858
0.013467709117533916,0.01914591110716953,0.96830250134608,0.9621032381850764,0.9500033620421618,0.9420537436322308
0.013229158305396388,0.018379082404184,0.9696211093203506,0.9636599616493198,0.9516945919251072,0.9439474857138084
0.012749668789268396,0.0189353779680207,0.9698816053343128,0.9637432489324972,0.9523342114885026,0.9440711113017788
0.012573335084558105,0.018515494581909056,0.9704567490896276,0.9632776838836858,0.9531670646996384,0.9438165706570688
0.012570132162000593,0.018369724073906264,0.970525710075726,0.9655184918865116,0.9533759684054188,0.9461080330463472
0.012522821686660312,0.019020666720336702,0.9702347773266228,0.963793513978435,0.9532628628902996,0.9439033928837112
0.012126215887136138,0.018676139066735525,0.9714222807791776,0.9659748647356796,0.9544751961206926,0.9468599132661548
0.011942316976697466,0.018285086747196515,0.971335288010775,0.9659957741950094,0.9546356530612856,0.9466005166253856
0.012006685404438036,0.01768082016343741,0.9710556779785045,0.966593769568524,0.954368111080672,0.9472628655991324
0.011830706518859046,0.018005461248226072,0.97175021197751,0.9673241384120036,0.955198099597442,0.948107704775386
0.011799992611971729,0.01823584829974011,0.9725565550502246,0.9667376562500668,0.9560627792440572,0.9474086340905868
0.011747242987628543,0.01794213999806944,0.972479286698014,0.9668040110469772,0.9560180809972192,0.947467710822066
0.011507761170602732,0.017569377865758167,0.9725621088528617,0.9674598870048104,0.956262636376783,0.948641476375364
0.011447040553086,0.018125233063296053,0.9728514679985252,0.9676647939673388,0.9565576349861068,0.9488019512194944
0.011505850507163807,0.0174310507183743,0.9730355131195896,0.9679237480712246,0.9568069661387546,0.9491729786371688
0.01143372148405794,0.017504334346163997,0.9738167998892472,0.9684380994694692,0.9577387582694968,0.9496036645549244
0.01133879870390893,0.01696256745571012,0.9731832653919852,0.9681320477443128,0.9571907388156032,0.9493685968422064
0.011233564767482695,0.01764442615821494,0.9745264478801692,0.968592445715988,0.958676551361342,0.949939856844634
